Player,Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
Grant Hill,2011-12,39,PHO,NBA,SF,49,46,28.1,4.1,9.2,.446,0.3,1.1,.264,3.8,8.1,.470,.461,1.7,2.2,.761,0.6,2.9,3.5,2.2,0.8,0.6,1.3,1.8,10.2,12.3,.500,.118,.242,2.4,11.5,7.0,12.1,1.5,1.5,11.5,18.6,0.6,0.9,1.6,.055,-1.4,0.5,-0.9,0.4
LeBron James,2011-12,27,MIA,NBA,SF,62,62,37.5,10.0,18.9,.531,0.9,2.4,.362,9.1,16.5,.556,.554,6.2,8.1,.771,1.5,6.4,7.9,6.2,1.9,0.8,3.4,1.5,27.1,30.7,.605,.127,.429,5.0,19.7,12.6,33.6,2.6,1.7,13.3,32.0,10.0,4.5,14.5,.298,8.2,2.7,10.9,7.6
Derrick Rose,2011-12,23,CHI,NBA,PG,39,39,35.3,7.7,17.8,.435,1.4,4.4,.312,6.4,13.4,.475,.473,5.0,6.1,.812,0.7,2.7,3.4,7.9,0.9,0.7,3.1,1.3,21.8,23.0,.532,.249,.344,2.1,8.4,5.3,40.3,1.4,1.4,12.9,30.5,4.1,2.0,6.0,.211,6.1,0.3,6.4,2.9
Dwight Howard,2011-12,26,ORL,NBA,C,54,54,38.3,7.7,13.4,.573,0.0,0.1,.000,7.7,13.3,.579,.573,5.2,10.6,.491,3.7,10.8,14.5,1.9,1.5,2.1,3.2,2.9,20.6,24.2,.569,.010,.788,11.0,33.1,21.9,9.8,2.1,4.4,15.2,26.1,3.3,4.4,7.7,.179,2.2,2.0,4.3,3.3
Kevin Garnett,2011-12,35,BOS,NBA,C,60,60,31.1,6.5,13.0,.503,0.1,0.2,.333,6.5,12.8,.505,.505,2.7,3.2,.857,1.1,7.1,8.2,2.9,0.9,1.0,1.8,2.4,15.8,20.4,.550,.012,.243,4.4,25.8,15.6,17.9,1.6,2.5,11.1,24.9,2.6,4.3,6.9,.178,1.8,2.5,4.3,2.9
Russell Westbrook,2011-12,23,OKC,NBA,PG,66,66,35.3,8.8,19.2,.457,0.9,3.0,.316,7.8,16.2,.482,.481,5.2,6.3,.823,1.5,3.1,4.6,5.5,1.7,0.3,3.6,2.2,23.6,22.9,.538,.155,.326,5.0,9.4,7.4,29.8,2.5,0.7,14.2,32.7,5.5,2.4,7.9,.163,3.7,-0.7,3.0,3.0
Kevin Love,2011-12,23,MIN,NBA,PF,55,55,39.0,8.6,19.3,.448,1.9,5.1,.372,6.7,14.1,.475,.497,6.9,8.4,.824,4.1,9.2,13.3,2.0,0.9,0.5,2.3,2.8,26.0,25.4,.568,.266,.434,11.6,26.4,19.0,10.0,1.1,0.9,9.2,28.8,7.6,2.3,10.0,.223,6.1,-0.9,5.2,3.9
Steve Nash,2011-12,37,PHO,NBA,PG,62,62,31.6,4.8,9.0,.532,0.9,2.3,.390,3.9,6.7,.580,.581,2.0,2.3,.894,0.4,2.6,3.0,10.7,0.6,0.1,3.7,0.9,12.5,20.3,.625,.254,.256,1.5,9.1,5.3,53.1,1.0,0.3,27.1,19.6,5.2,0.6,5.9,.144,4.7,-1.2,3.4,2.7
Tim Duncan,2011-12,35,SAS,NBA,C,58,58,28.2,6.2,12.6,.492,0.0,0.1,.000,6.2,12.6,.495,.492,3.0,4.3,.695,1.9,7.1,9.0,2.3,0.7,1.5,1.7,1.7,15.4,22.5,.531,.005,.340,7.9,28.2,18.3,13.5,1.2,3.9,10.3,26.2,3.0,2.9,5.9,.174,2.0,1.3,3.3,2.2
Tony Allen,2011-12,30,MEM,NBA,SG,58,57,26.3,3.6,7.7,.469,0.1,0.4,.308,3.5,7.3,.479,.478,2.4,3.0,.800,1.7,2.3,4.0,1.4,1.8,0.6,1.6,2.4,9.8,15.7,.541,.058,.391,7.4,10.6,8.9,8.3,3.6,1.8,15.2,18.4,1.7,2.5,4.2,.131,-0.6,2.3,1.7,1.4
Tony Parker,2011-12,29,SAS,NBA,PG,60,60,32.1,7.1,14.8,.480,0.2,1.0,.230,6.9,13.8,.498,.488,3.8,4.7,.799,0.4,2.5,2.9,7.7,1.0,0.1,2.6,1.3,18.3,22.0,.539,.069,.319,1.3,8.7,5.1,40.3,1.5,0.2,13.1,27.7,5.5,1.6,7.1,.177,3.6,-0.9,2.7,2.3
Shawn Marion,2011-12,33,DAL,NBA,SF,63,63,30.5,4.6,10.3,.446,0.3,1.1,.294,4.3,9.2,.464,.461,1.2,1.5,.796,2.3,5.1,7.4,2.1,1.1,0.6,1.6,1.4,10.6,15.0,.488,.105,.144,8.6,18.6,13.6,11.5,1.8,1.5,12.5,19.0,1.0,2.7,3.7,.092,-0.2,0.6,0.5,1.2
Dirk Nowitzki,2011-12,33,DAL,NBA,PF,62,62,33.5,7.6,16.7,.457,1.3,3.4,.368,6.4,13.3,.481,.495,5.1,5.7,.896,0.7,6.0,6.7,2.2,0.7,0.5,1.9,2.1,21.6,21.7,.564,.205,.343,2.5,19.9,11.3,12.6,1.1,1.2,9.0,29.2,5.0,2.6,7.6,.175,3.7,0.1,3.7,3.0
Avery Bradley,2011-12,21,BOS,NBA,PG,64,28,21.4,3.1,6.3,.498,0.3,0.8,.407,2.8,5.4,.511,.525,1.0,1.2,.795,0.5,1.3,1.8,1.4,0.7,0.2,1.2,1.7,7.6,11.3,.555,.134,.194,3.1,6.7,5.0,10.8,1.7,0.7,14.7,17.9,0.6,1.9,2.4,.085,-2.3,0.7,-1.7,0.1
Andre Iguodala,2011-12,28,PHI,NBA,SF,62,62,35.6,4.6,10.2,.454,1.2,3.1,.394,3.4,7.1,.481,.514,2.0,3.2,.617,0.9,5.2,6.1,5.5,1.7,0.5,1.9,1.5,12.4,17.6,.537,.305,.310,2.8,16.4,9.6,23.7,2.6,1.0,13.8,17.7,3.1,4.2,7.3,.158,1.5,2.5,4.0,3.3
Serge Ibaka,2011-12,22,OKC,NBA,PF,66,66,27.2,4.0,7.4,.535,0.0,0.0,.333,4.0,7.4,.536,.536,1.2,1.8,.661,2.9,4.6,7.5,0.4,0.5,3.7,1.2,2.7,9.1,19.0,.556,.006,.241,13.2,18.2,15.9,2.5,1.0,9.8,12.7,15.7,3.0,3.2,6.2,.167,0.1,2.3,2.3,1.9
Kevin Durant,2011-12,23,OKC,NBA,SF,66,66,38.6,9.7,19.7,.496,2.0,5.2,.387,7.7,14.4,.535,.547,6.5,7.6,.860,0.6,7.4,8.0,3.5,1.3,1.2,3.8,2.0,28.0,26.2,.610,.265,.386,1.9,20.4,11.8,17.5,1.8,2.2,14.0,31.3,8.5,3.7,12.2,.230,6.2,0.8,7.0,5.8
Marc Gasol,2011-12,27,MEM,NBA,C,65,65,36.5,5.5,11.4,.482,0.0,0.2,.083,5.5,11.2,.489,.483,3.6,4.9,.748,1.8,7.1,8.9,3.1,1.0,1.9,1.9,3.1,14.6,18.4,.541,.016,.428,5.8,23.1,14.3,14.1,1.4,4.1,12.1,19.1,4.2,4.0,8.2,.166,1.0,2.1,3.1,3.1
Josh Smith,2011-12,26,ATL,NBA,PF,66,66,35.3,7.6,16.7,.458,0.4,1.7,.257,7.2,15.0,.480,.470,3.1,4.9,.630,2.1,7.5,9.6,3.9,1.4,1.7,2.5,2.6,18.8,21.1,.499,.099,.292,6.9,24.8,15.9,20.6,2.1,3.8,11.7,28.4,1.9,4.9,6.8,.139,1.7,2.1,3.8,3.3
Iman Shumpert,2011-12,21,NYK,NBA,PG,59,35,28.9,3.6,9.1,.401,0.8,2.7,.306,2.8,6.4,.440,.446,1.5,1.8,.798,0.7,2.4,3.2,2.8,1.7,0.1,1.9,2.9,9.5,10.8,.484,.294,.204,2.8,9.9,6.3,15.6,3.1,0.4,16.0,18.2,-0.1,2.5,2.4,.068,-3.0,1.6,-1.4,0.2
Rajon Rondo,2011-12,25,BOS,NBA,PG,53,53,36.9,4.8,10.8,.448,0.2,0.8,.238,4.6,10.0,.464,.456,2.0,3.4,.597,1.2,3.7,4.8,11.7,1.8,0.1,3.6,1.9,11.9,17.5,.483,.073,.316,3.9,11.2,7.7,52.5,2.6,0.1,22.8,20.7,1.5,3.4,4.9,.121,1.5,0.6,2.2,2.1
Greg Monroe,2011-12,21,DET,NBA,C,66,66,31.5,6.2,11.8,.521,0.0,0.0,.000,6.2,11.8,.522,.521,3.0,4.1,.739,3.6,6.0,9.7,2.3,1.3,0.7,2.4,2.7,15.4,22.0,.563,.001,.348,13.3,23.6,18.3,14.0,2.1,1.7,15.2,23.6,4.3,2.7,7.0,.161,2.8,0.1,2.9,2.6
Kobe Bryant,2011-12,33,LAL,NBA,SG,58,58,38.5,9.9,23.0,.430,1.5,4.9,.303,8.4,18.1,.464,.462,6.6,7.8,.845,1.1,4.3,5.4,4.6,1.2,0.3,3.5,1.8,27.9,21.9,.527,.215,.338,3.5,11.8,7.8,23.7,1.6,0.6,11.7,35.7,4.2,2.0,6.2,.132,4.2,-0.9,3.3,2.9
Tyson Chandler,2011-12,29,NYK,NBA,C,62,62,33.2,3.9,5.7,.679,0.0,0.0,.000,3.9,5.7,.683,.679,3.5,5.1,.689,3.4,6.5,9.9,0.9,0.9,1.4,1.6,3.0,11.3,18.7,.708,.006,.887,11.8,22.7,17.2,4.3,1.4,3.4,17.1,13.0,5.8,3.6,9.5,.220,1.2,1.1,2.3,2.2
Dwyane Wade,2011-12,30,MIA,NBA,SG,49,49,33.2,8.5,17.1,.497,0.3,1.1,.268,8.2,15.9,.513,.506,4.8,6.1,.791,1.5,3.3,4.8,4.6,1.7,1.3,2.6,2.2,22.1,26.3,.559,.067,.355,5.6,11.6,8.7,27.3,2.7,3.1,11.8,31.3,4.8,2.9,7.7,.227,6.0,1.9,7.9,4.0
Mike Conley,2011-12,24,MEM,NBA,PG,62,61,35.1,4.8,11.0,.433,1.0,2.6,.377,3.8,8.5,.450,.477,2.2,2.5,.861,0.4,2.2,2.5,6.5,2.2,0.2,2.0,2.1,12.7,16.8,.523,.232,.231,1.2,7.4,4.2,29.8,3.3,0.4,14.2,18.3,3.6,2.8,6.4,.141,1.0,1.4,2.4,2.4
Joakim Noah,2011-12,26,CHI,NBA,C,64,64,30.4,3.9,7.7,.508,0.0,0.0,.000,3.9,7.6,.509,.508,2.4,3.2,.748,3.8,6.0,9.8,2.5,0.6,1.4,1.4,2.5,10.2,19.6,.561,.002,.420,14.1,21.8,18.0,12.7,1.1,3.4,13.7,15.8,4.9,4.2,9.0,.223,1.7,2.1,3.8,2.8
Chris Paul,2012-13,27,LAC,NBA,PG,70,70,33.4,5.9,12.2,.481,1.1,3.3,.328,4.8,8.9,.538,.526,4.1,4.6,.885,0.8,3.0,3.7,9.7,2.4,0.1,2.3,2.0,16.9,26.4,.594,.271,.377,2.8,10.5,6.7,46.5,3.8,0.4,13.7,22.6,10.6,3.4,13.9,.287,6.4,2.4,8.8,6.4
Jimmy Butler,2012-13,23,CHI,NBA,SF,82,20,26.0,2.9,6.2,.467,0.5,1.3,.381,2.4,5.0,.489,.506,2.3,2.8,.803,1.7,2.3,4.0,1.4,1.0,0.4,0.8,1.2,8.6,15.2,.574,.205,.455,7.2,10.4,8.8,8.6,2.0,1.1,9.2,14.6,4.4,2.6,7.0,.158,1.0,1.0,2.0,2.1
Luol Deng,2012-13,27,CHI,NBA,SF,75,75,38.7,6.2,14.6,.426,1.0,3.1,.322,5.2,11.5,.455,.461,3.1,3.8,.816,2.2,4.2,6.3,3.0,1.1,0.4,1.9,1.4,16.5,15.1,.508,.213,.258,6.3,12.6,9.4,13.2,1.5,0.8,10.6,21.5,3.0,3.3,6.3,.105,1.0,-0.3,0.8,2.0
LeBron James,2012-13,28,MIA,NBA,PF,76,76,37.9,10.1,17.8,.565,1.4,3.3,.406,8.7,14.5,.602,.603,5.3,7.0,.753,1.3,6.8,8.0,7.3,1.7,0.9,3.0,1.4,26.8,31.6,.640,.188,.395,4.4,20.8,13.1,36.4,2.4,1.9,12.4,30.2,14.6,4.7,19.3,.322,9.3,2.4,11.7,9.9
Dwight Howard,2012-13,27,LAL,NBA,C,76,76,35.8,6.2,10.7,.578,0.0,0.1,.167,6.2,10.6,.581,.579,4.7,9.5,.492,3.3,9.1,12.4,1.4,1.1,2.4,3.0,3.8,17.1,19.4,.573,.007,.887,10.4,27.4,19.1,6.6,1.6,4.9,16.6,22.2,2.8,4.8,7.6,.134,-0.6,1.1,0.6,1.8
Kevin Garnett,2012-13,36,BOS,NBA,C,68,68,29.7,6.2,12.5,.496,0.0,0.2,.125,6.2,12.3,.504,.498,2.3,3.0,.786,1.1,6.7,7.8,2.3,1.1,0.9,1.6,2.3,14.8,19.2,.535,.019,.236,4.5,25.8,15.5,14.4,2.0,2.4,10.5,24.5,1.8,3.8,5.6,.133,0.9,1.7,2.6,2.3
Roy Hibbert,2012-13,26,IND,NBA,C,79,79,28.7,4.9,10.9,.448,0.0,0.1,.250,4.9,10.8,.449,.449,2.1,2.8,.741,3.7,4.6,8.3,1.4,0.5,2.6,2.1,3.5,11.9,17.3,.489,.005,.261,14.8,17.4,16.1,8.9,0.9,6.7,14.5,22.5,1.3,4.9,6.1,.129,-1.7,1.4,-0.3,0.9
Russell Westbrook,2012-13,24,OKC,NBA,PG,82,82,34.9,8.2,18.7,.438,1.2,3.7,.323,7.0,15.1,.466,.470,5.6,7.0,.800,1.4,3.9,5.2,7.4,1.8,0.3,3.3,2.3,23.2,23.9,.532,.195,.375,4.8,11.8,8.6,38.4,2.6,0.6,13.2,32.8,7.7,3.9,11.6,.195,4.6,-0.2,4.4,4.6
Carmelo Anthony,2012-13,28,NYK,NBA,PF,67,67,37.0,10.0,22.2,.449,2.3,6.2,.379,7.6,16.0,.476,.502,6.3,7.6,.830,2.0,4.9,6.9,2.6,0.8,0.5,2.6,3.1,28.7,24.8,.560,.278,.344,6.1,15.9,10.8,14.1,1.1,1.1,9.3,35.6,7.5,2.0,9.5,.184,6.0,-1.7,4.3,3.9
Tim Duncan,2012-13,36,SAS,NBA,C,69,69,30.1,7.1,14.1,.502,0.0,0.1,.286,7.1,14.0,.504,.503,3.6,4.3,.817,1.8,8.1,9.9,2.7,0.7,2.7,2.1,1.7,17.8,24.4,.554,.007,.307,7.3,29.6,19.1,15.5,1.2,6.4,11.7,27.8,3.4,4.9,8.3,.191,2.4,2.9,5.3,3.8
Tony Allen,2012-13,31,MEM,NBA,SG,79,79,26.7,3.6,8.1,.445,0.0,0.3,.125,3.6,7.8,.458,.447,1.7,2.4,.717,1.5,3.1,4.6,1.2,1.5,0.6,1.2,2.7,8.9,13.2,.489,.038,.293,6.6,13.8,10.2,7.6,3.1,1.7,11.5,17.8,1.0,4.1,5.1,.115,-2.0,2.4,0.4,1.2
Tony Parker,2012-13,30,SAS,NBA,PG,66,66,32.9,7.9,15.1,.522,0.4,1.0,.353,7.5,14.0,.534,.534,4.2,5.0,.845,0.3,2.7,3.0,7.6,0.8,0.1,2.6,1.4,20.3,23.0,.588,.068,.332,1.0,9.1,5.3,40.4,1.3,0.2,13.0,27.7,7.1,2.3,9.3,.206,4.1,-0.5,3.6,3.1
James Harden,2012-13,23,HOU,NBA,SG,78,78,38.3,7.5,17.1,.438,2.3,6.2,.368,5.2,10.9,.477,.504,8.6,10.2,.851,0.8,4.1,4.9,5.8,1.8,0.5,3.8,2.3,25.9,23.0,.600,.364,.592,2.4,11.9,7.2,25.7,2.4,1.0,14.9,29.0,9.8,3.0,12.8,.206,5.2,0.5,5.6,5.8
Larry Sanders,2012-13,24,MIL,NBA,C,71,55,27.3,4.3,8.5,.506,0.0,0.0,.000,4.3,8.5,.507,.506,1.2,1.9,.618,3.2,6.3,9.5,1.2,0.7,2.8,1.2,3.3,9.8,18.7,.523,.003,.225,12.0,25.8,18.6,6.8,1.4,7.6,11.6,16.9,2.3,3.7,6.0,.149,-1.1,2.0,1.0,1.5
Stephen Curry,2012-13,24,GSW,NBA,PG,78,78,38.2,8.0,17.8,.451,3.5,7.7,.453,4.5,10.1,.449,.549,3.4,3.7,.900,0.8,3.3,4.0,6.9,1.6,0.2,3.1,2.5,22.9,21.3,.589,.432,.210,2.3,9.1,5.8,31.1,2.1,0.3,13.7,26.4,8.4,2.8,11.2,.180,5.3,0.1,5.4,5.6
Avery Bradley,2012-13,22,BOS,NBA,PG,50,50,28.7,3.8,9.6,.402,0.8,2.5,.317,3.0,7.0,.432,.444,0.7,1.0,.755,0.6,1.6,2.2,2.1,1.3,0.4,1.4,2.6,9.2,8.8,.461,.264,.103,2.5,6.5,4.6,11.6,2.3,1.0,12.6,18.8,-1.3,1.6,0.4,.012,-4.0,0.3,-3.7,-0.6
Andre Iguodala,2012-13,29,DEN,NBA,SG,80,80,34.7,5.0,11.0,.451,1.1,3.6,.317,3.8,7.4,.515,.502,1.9,3.4,.574,1.0,4.3,5.3,5.4,1.7,0.7,2.6,1.6,13.0,15.2,.520,.327,.307,3.4,13.5,8.5,22.4,2.5,1.5,17.1,18.8,2.4,3.2,5.6,.097,1.2,1.4,2.6,3.3
Serge Ibaka,2012-13,23,OKC,NBA,PF,80,80,31.1,5.6,9.7,.573,0.3,0.7,.351,5.3,9.0,.591,.586,1.8,2.4,.749,2.8,4.9,7.7,0.5,0.4,3.0,1.6,2.7,13.2,19.4,.612,.073,.246,11.1,17.0,14.2,2.8,0.6,7.4,12.7,18.1,5.3,4.1,9.4,.181,0.9,0.7,1.5,2.2
Kevin Durant,2012-13,24,OKC,NBA,SF,81,81,38.5,9.0,17.7,.510,1.7,4.1,.416,7.3,13.6,.539,.559,8.4,9.3,.905,0.6,7.3,7.9,4.6,1.4,1.3,3.5,1.8,28.1,28.3,.647,.233,.523,1.8,20.3,11.8,21.7,1.9,2.6,13.7,29.8,13.6,5.3,18.9,.291,7.6,1.7,9.3,8.9
Kenneth Faried,2012-13,23,DEN,NBA,PF,80,80,28.1,4.8,8.6,.552,0.0,0.0,,4.8,8.6,.552,.552,2.0,3.3,.613,3.3,5.9,9.2,1.0,1.0,1.0,1.4,2.9,11.5,18.5,.573,.000,.386,13.2,23.2,18.3,5.1,1.8,2.9,12.3,17.7,4.5,3.4,7.8,.167,0.9,0.2,1.1,1.7
Marc Gasol,2012-13,28,MEM,NBA,C,80,80,35.0,5.4,10.9,.494,0.0,0.2,.071,5.4,10.7,.501,.494,3.4,4.0,.848,2.3,5.5,7.8,4.0,1.0,1.7,2.0,3.2,14.1,19.5,.559,.016,.364,7.6,18.9,13.1,19.1,1.6,4.1,13.5,19.2,6.1,5.4,11.5,.197,2.1,3.1,5.2,5.1
Trevor Ariza,2012-13,27,WAS,NBA,SF,56,15,26.3,3.4,8.1,.417,1.4,3.7,.364,2.0,4.3,.463,.501,1.4,1.7,.821,0.8,4.0,4.8,2.0,1.3,0.4,1.5,1.3,9.5,14.0,.538,.463,.211,3.3,16.9,10.0,12.7,2.5,1.1,14.6,17.9,0.7,2.4,3.1,.102,0.1,2.0,2.1,1.6
Ty Lawson,2012-13,25,DEN,NBA,PG,73,71,34.4,6.1,13.3,.461,1.2,3.2,.366,5.0,10.1,.491,.505,3.2,4.3,.756,0.5,2.2,2.7,6.9,1.5,0.1,2.5,1.8,16.7,17.9,.549,.239,.320,1.6,7.1,4.4,30.2,2.1,0.2,14.1,22.3,5.6,1.8,7.4,.141,2.5,-0.5,2.0,2.5
Paul George,2012-13,22,IND,NBA,SF,79,79,37.6,6.2,14.9,.419,2.2,5.9,.362,4.1,8.9,.457,.491,2.8,3.5,.807,1.1,6.5,7.6,4.1,1.8,0.6,2.9,2.9,17.4,16.8,.531,.399,.233,3.4,19.0,11.3,19.6,2.6,1.3,15.2,23.5,2.7,6.3,9.0,.145,1.5,2.3,3.8,4.4
Kobe Bryant,2012-13,34,LAL,NBA,SG,78,78,38.6,9.5,20.4,.463,1.7,5.2,.324,7.8,15.2,.510,.504,6.7,8.0,.839,0.8,4.7,5.6,6.0,1.4,0.3,3.7,2.2,27.3,23.0,.570,.255,.392,2.5,13.1,7.9,29.7,1.8,0.6,13.3,31.9,8.4,2.6,10.9,.174,4.7,-0.1,4.6,5.0
Tyson Chandler,2012-13,30,NYK,NBA,C,66,66,32.8,3.9,6.1,.638,0.0,0.0,,3.9,6.1,.638,.638,2.7,3.9,.694,4.1,6.6,10.7,0.9,0.6,1.1,1.3,2.8,10.4,18.9,.671,.000,.645,14.1,24.3,19.0,4.5,1.0,3.0,14.5,13.0,6.7,2.6,9.3,.207,1.5,-0.3,1.3,1.8
David Lee,2012-13,29,GSW,NBA,PF,79,79,36.8,7.6,14.7,.519,0.0,0.1,.000,7.6,14.6,.521,.519,3.2,4.1,.797,2.8,8.5,11.2,3.5,0.8,0.3,2.6,3.1,18.5,19.2,.561,.003,.276,8.5,24.5,16.8,16.5,1.2,0.6,13.7,23.2,5.4,3.7,9.1,.150,1.4,0.4,1.8,2.8
Dwyane Wade,2012-13,31,MIA,NBA,SG,69,69,34.7,8.2,15.8,.521,0.2,1.0,.258,8.0,14.9,.537,.528,4.5,6.2,.725,1.2,3.7,5.0,5.1,1.9,0.8,2.8,2.0,21.2,24.0,.571,.060,.389,4.7,12.6,8.9,26.6,2.8,1.9,13.2,29.5,6.1,3.5,9.6,.192,3.7,0.7,4.4,3.8
Mike Conley,2012-13,25,MEM,NBA,PG,80,80,34.5,5.2,11.8,.440,1.3,3.7,.362,3.9,8.1,.476,.497,2.9,3.5,.830,0.5,2.3,2.8,6.1,2.2,0.3,2.4,2.1,14.6,18.3,.549,.312,.300,1.8,7.9,4.8,29.5,3.4,0.7,15.1,21.0,5.1,4.7,9.9,.172,2.3,2.3,4.6,4.6
Joakim Noah,2012-13,27,CHI,NBA,C,66,64,36.8,4.6,9.5,.481,0.0,0.1,.000,4.6,9.5,.485,.481,2.7,3.6,.751,3.9,7.2,11.1,4.0,1.2,2.1,2.7,2.8,11.9,18.1,.534,.008,.376,12.2,22.6,17.3,17.6,1.7,4.4,19.3,17.2,2.7,4.7,7.3,.145,0.6,2.7,3.4,3.3
Chris Paul,2013-14,28,LAC,NBA,PG,62,62,35.0,6.5,14.0,.467,1.3,3.4,.368,5.3,10.6,.498,.511,4.8,5.6,.855,0.6,3.7,4.3,10.7,2.5,0.1,2.3,2.5,19.1,25.9,.580,.244,.397,2.0,11.4,6.9,48.9,3.5,0.1,12.4,23.7,9.0,3.2,12.2,.270,6.0,2.6,8.6,5.8
Patrick Beverley,2013-14,25,HOU,NBA,PG,56,55,31.3,3.6,8.6,.414,1.6,4.6,.361,1.9,4.0,.473,.509,1.5,1.8,.814,1.3,2.2,3.5,2.7,1.4,0.4,1.2,3.1,10.2,12.4,.545,.530,.212,4.9,7.4,6.2,12.8,2.2,1.0,11.2,14.8,2.7,1.6,4.2,.116,-0.3,0.9,0.6,1.2
LeBron James,2013-14,29,MIA,NBA,PF,77,77,37.7,10.0,17.6,.567,1.5,4.0,.379,8.5,13.6,.622,.610,5.7,7.6,.750,1.1,5.9,6.9,6.3,1.6,0.3,3.5,1.6,27.1,29.3,.649,.226,.432,3.6,18.9,11.5,32.0,2.2,0.8,14.4,31.0,12.3,3.7,15.9,.264,7.8,1.1,8.8,7.9
Andrew Bogut,2013-14,29,GSW,NBA,C,67,67,26.4,3.5,5.6,.627,0.0,0.0,,3.5,5.6,.627,.627,0.3,1.0,.344,2.7,7.3,10.0,1.7,0.7,1.8,1.4,3.1,7.3,17.0,.610,.000,.171,11.4,29.7,20.7,9.3,1.3,5.2,19.4,12.4,2.4,4.0,6.5,.176,-0.2,3.2,3.0,2.2
Dwight Howard,2013-14,28,HOU,NBA,C,71,71,33.7,6.7,11.3,.591,0.0,0.1,.286,6.6,11.2,.594,.593,4.9,9.0,.547,3.3,8.9,12.2,1.8,0.8,1.8,3.2,3.4,18.3,21.3,.600,.009,.798,11.4,27.9,20.1,9.3,1.2,4.0,17.5,24.0,4.0,4.1,8.0,.161,0.9,0.8,1.8,2.3
Roy Hibbert,2013-14,27,IND,NBA,C,81,81,29.7,4.1,9.3,.439,0.0,0.1,.400,4.1,9.2,.439,.440,2.6,3.3,.770,2.5,4.1,6.6,1.1,0.4,2.2,1.8,3.3,10.8,13.5,.499,.007,.357,9.9,15.0,12.5,6.2,0.6,5.7,14.5,19.4,0.5,5.0,5.4,.108,-2.9,1.5,-1.4,0.4
Kevin Love,2013-14,25,MIN,NBA,PF,77,77,36.3,8.4,18.5,.457,2.5,6.6,.376,6.0,11.9,.502,.524,6.8,8.2,.821,2.9,9.6,12.5,4.4,0.8,0.5,2.5,1.8,26.1,26.9,.591,.355,.445,8.5,29.5,18.7,21.4,1.0,1.0,10.3,28.8,10.6,3.7,14.3,.245,8.3,0.6,8.9,7.7
Carmelo Anthony,2013-14,29,NYK,NBA,PF,77,77,38.7,9.6,21.3,.452,2.2,5.4,.402,7.5,15.9,.469,.503,6.0,7.0,.848,1.9,6.2,8.1,3.1,1.2,0.7,2.6,2.9,27.4,24.4,.561,.253,.329,5.6,19.4,12.3,15.8,1.7,1.5,9.5,32.4,8.1,2.5,10.7,.172,5.8,-0.8,5.0,5.3
Anthony Davis,2013-14,20,NOP,NBA,PF,67,66,35.2,7.8,15.0,.519,0.0,0.1,.222,7.8,14.9,.522,.520,5.2,6.6,.791,3.1,7.0,10.0,1.6,1.3,2.8,1.6,3.0,20.8,26.5,.582,.009,.438,10.0,23.3,16.6,8.0,2.0,6.7,8.3,25.2,7.2,3.2,10.4,.212,4.0,0.8,4.8,4.0
Tim Duncan,2013-14,37,SAS,NBA,C,74,74,29.2,6.0,12.2,.490,0.0,0.1,.000,6.0,12.2,.493,.490,3.1,4.3,.731,2.1,7.6,9.7,3.0,0.6,1.9,2.1,1.8,15.1,21.3,.535,.006,.349,8.6,28.3,18.8,16.0,1.0,4.6,13.2,25.2,2.8,4.6,7.4,.164,1.2,2.1,3.3,2.9
James Harden,2013-14,24,HOU,NBA,SG,73,73,38.0,7.5,16.5,.456,2.4,6.6,.366,5.1,9.9,.515,.529,7.9,9.1,.866,0.8,3.9,4.7,6.1,1.6,0.4,3.6,2.4,25.4,23.5,.618,.401,.552,2.6,10.7,6.9,27.3,2.1,0.8,15.0,27.8,10.1,2.7,12.8,.221,5.4,0.2,5.6,5.3
Tony Parker,2013-14,31,SAS,NBA,PG,68,68,29.4,6.7,13.4,.499,0.4,1.0,.373,6.3,12.5,.509,.513,2.9,3.6,.811,0.3,2.0,2.3,5.7,0.5,0.1,2.2,1.3,16.7,18.9,.555,.073,.266,1.0,7.5,4.4,31.7,0.9,0.3,12.9,26.5,3.9,1.9,5.9,.141,2.0,-1.2,0.9,1.5
Dirk Nowitzki,2013-14,35,DAL,NBA,PF,80,80,32.9,7.9,15.9,.497,1.6,4.1,.398,6.3,11.8,.532,.549,4.2,4.7,.899,0.5,5.7,6.2,2.7,0.9,0.6,1.5,2.1,21.7,23.6,.603,.258,.295,1.8,20.0,10.9,14.2,1.4,1.4,7.5,26.9,8.6,2.3,10.9,.199,5.0,0.0,5.0,4.7
Blake Griffin,2013-14,24,LAC,NBA,PF,80,80,35.8,9.0,17.0,.528,0.2,0.6,.273,8.8,16.4,.537,.533,6.0,8.4,.715,2.4,7.1,9.5,3.9,1.2,0.6,2.8,3.3,24.1,23.9,.583,.032,.496,7.7,21.2,14.7,19.2,1.6,1.4,11.9,29.0,8.1,4.1,12.2,.205,3.8,0.7,4.5,4.7
